dataset,table,column,entity,description_pt,description_status,source_evidence,meaning_evidence,external_ground_truth,event_stage,available_at_t0,availability_confidence,allowed_as_baseline_feature,allowed_as_target_source,leakage_risk,applicability_condition,missing_reason_policy,key_role,foreign_key_target,aliases_pt,aliases_en,research_terms,source_file,source_system,external_system_crosscheck,project_prediction_time
olistbr/brazilian-ecommerce,order_items,order_id,order_item,Identificador do pedido ao qual o item pertence.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT+FOREIGN_KEY,orders.order_id,order id,order id,,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,order_item_id,order_item,Posição/sequência do item dentro do pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT,,order item id,order item id,,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,product_id,order_item,Identificador do produto comprado.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,FOREIGN_KEY,products.product_id,product id,product id,,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,seller_id,order_item,Identificador do vendedor responsável pelo item.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,FOREIGN_KEY,sellers.seller_id,vendedor; seller; lojista,seller; merchant; vendor,seller performance; merchant risk; historical seller features,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,shipping_limit_date,order_item,Data limite relacionada ao envio do item pelo seller.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,UNVERIFIED,LOW,HOLD,NO,POTENTIAL,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,prazo de postagem; limite de envio; prazo do seller,shipping limit; seller shipping deadline; dispatch deadline,seller handling time; dispatch SLA; point-in-time availability,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,price,order_item,Preço do item.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,price,price,,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,order_items,freight_value,order_item,Valor de frete associado ao item.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/order composition,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,frete; custo do frete; valor de envio,freight; shipping cost; delivery fee,shipping cost; logistics cost; fulfillment cost,olist_order_items_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,payments,order_id,order_payment,Identificador do pedido associado ao pagamento.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,checkout/payment,ASSUMED_AT_CHECKOUT_NEEDS_VERIFICATION,MEDIUM_LOW,NO_RAW_IDENTIFIER,NO,REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT+FOREIGN_KEY,orders.order_id,order id,order id,,olist_order_payments_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,payments,payment_sequential,order_payment,Número sequencial do registro de pagamento dentro do pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,checkout/payment,ASSUMED_AT_CHECKOUT_NEEDS_VERIFICATION,MEDIUM_LOW,YES_CANDIDATE_AFTER_PROVENANCE,NO,REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT,,payment sequential,payment sequential,,olist_order_payments_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,payments,payment_type,order_payment,Tipo/meio de pagamento.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,checkout/payment,ASSUMED_AT_CHECKOUT_NEEDS_VERIFICATION,MEDIUM_LOW,YES_CANDIDATE_AFTER_PROVENANCE,NO,REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,payment type,payment type,,olist_order_payments_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,payments,payment_installments,order_payment,Número de parcelas registrado para o pagamento.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,checkout/payment,ASSUMED_AT_CHECKOUT_NEEDS_VERIFICATION,MEDIUM_LOW,YES_CANDIDATE_AFTER_PROVENANCE,NO,REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,payment installments,payment installments,,olist_order_payments_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,payments,payment_value,order_payment,Valor registrado no pagamento.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,checkout/payment,ASSUMED_AT_CHECKOUT_NEEDS_VERIFICATION,MEDIUM_LOW,YES_CANDIDATE_AFTER_PROVENANCE,NO,REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,payment value,payment value,,olist_order_payments_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_id,order_review,Identificador do registro de avaliação.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,review id,review id,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,order_id,order_review,Identificador do pedido avaliado.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,FOREIGN_KEY,orders.order_id,order id,order id,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_score,order_review,Nota atribuída pelo cliente à experiência da compra.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,review score,review score,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_comment_title,order_review,Título opcional do comentário da avaliação.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,review record exists AND customer supplied optional text,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,review comment title,review comment title,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_comment_message,order_review,Texto opcional do comentário da avaliação.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,review record exists AND customer supplied optional text,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,comentário; avaliação textual; reclamação; feedback,review text; feedback; complaint; customer comment,NLP; sentiment analysis; complaint classification; customer experience,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_creation_date,order_review,Data de criação/solicitação associada à avaliação.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,review creation date,review creation date,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,reviews,review_answer_timestamp,order_review,Timestamp da resposta à avaliação.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,NONE,,review answer timestamp,review answer timestamp,,olist_order_reviews_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_id,order,Identificador único do pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase,YES,HIGH,NO_RAW_IDENTIFIER,NO,LOW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT,,order id,order id,,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,customer_id,order,Identificador do cliente específico associado ao pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase,YES,HIGH,NO_RAW_IDENTIFIER,NO,LOW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,FOREIGN_KEY,customers.customer_id,customer id,customer id,,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_status,order,Estado registrado do ciclo de vida do pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,lifecycle/final recorded state,NO_AS_FINAL_RAW_VALUE,HIGH,NO,NO,CRITICAL_IF_FINAL_STATUS_USED,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,order status,order status,,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_purchase_timestamp,order,Timestamp da realização da compra.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase,YES,HIGH,DERIVE_CALENDAR_FEATURES,NO,LOW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,data da compra; hora da compra; checkout; instante da compra; momento da compra,purchase timestamp; checkout time; order time; purchase time,prediction time; decision point; event time; temporal leakage,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_approved_at,order,Timestamp registrado de aprovação do pedido/pagamento.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,post_purchase approval,NO,HIGH,NO,NO,HIGH,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,order approved at,order approved at,,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_delivered_carrier_date,order,Timestamp registrado da entrega do pedido ao parceiro logístico.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,shipping/handoff,NO,HIGH,NO,NO,CRITICAL_IF_USED,carrier handoff event applicable/observed,distinguish NOT_YET_OBSERVED / NOT_APPLICABLE / CENSORED / ATTRIBUTE_MISSING,NONE,,order delivered carrier date,order delivered carrier date,,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_delivered_customer_date,order,Timestamp registrado da entrega efetiva ao cliente.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,delivery/outcome,NO,HIGH,NO,YES,CRITICAL_IF_USED,delivery outcome is observable; do not equate not-observed with on-time,distinguish NOT_YET_OBSERVED / NOT_APPLICABLE / CENSORED / ATTRIBUTE_MISSING,NONE,,data real de entrega; entrega efetiva; chegada ao cliente,actual delivery date; customer delivery timestamp; actual arrival,delivery ground truth; fulfillment outcome; delivery label,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,orders,order_estimated_delivery_date,order,Data estimada/prometida de entrega associada ao pedido.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,purchase/promise,YES_CANDIDATE,HIGH,DERIVE_PROMISED_LEAD_TIME,YES,LOW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,NONE,,data prometida; prazo prometido; previsão de entrega; data estimada; SLA de entrega,promised delivery date; estimated delivery date; EDD; delivery promise; delivery SLA,delivery promise; promise accuracy; ETA; EDD; promise optimization; late delivery,olist_orders_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_id,product,Identificador do produto.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,PRIMARY_KEY_COMPONENT,,product id,product id,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_category_name,product,Categoria do produto em português.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,FOREIGN_KEY,translation.product_category_name,product category name,product category name,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_name_lenght,product,Comprimento registrado do nome do produto.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,NONE,,product name lenght,product name lenght,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_description_lenght,product,Comprimento registrado da descrição do produto.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,NONE,,product description lenght,product description lenght,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_photos_qty,product,Quantidade de fotos associadas ao produto.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,NONE,,product photos qty,product photos qty,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_weight_g,product,Peso do produto em gramas.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,NONE,,peso; peso do produto,product weight; item weight,package characteristics; logistics features,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
olistbr/brazilian-ecommerce,products,product_length_cm,product,Comprimento físico do produto em centímetros.,CURATED_PROJECT_REGISTRY,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,NONE,,product length cm,product length cm,,olist_products_dataset.csv,Olist public dataset distributed through Kaggle,NOT_AVAILABLE,order_purchase_timestamp
